id,name,tags,tags_json,category_id,brand_id
66d727eb-7e35-488b-8c65-0cadbd554c0c,India's Most Effective Portable Air Purifier (Blush Pink),Made in India|Immunity Booster|Air Purifier,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Immunity Booster"", ""slug"": ""Immunity Booster"", ""color"": ""Green"", ""description"": ""Immunity Booster""}, {""name"": ""Air Purifier"", ""slug"": ""air-purifier"", ""color"": ""Blue"", ""description"": ""Air Purifier""}]",8045bd2c-d72c-42c8-9152-6cc6a8c62075,10a26ce8-92c3-4f6f-ae04-4c83a649e9cd
f3fcc346-2afa-4d77-a33a-433aff094d0e,F1 Monaco 3D Wall Frame (Geographic),Durable|Wooden Frame,"[{""name"": ""Durable"", ""slug"": ""Durable"", ""color"": ""Black"", ""description"": ""Durable""}, {""name"": ""Wooden Frame"", ""slug"": ""wooden-frame"", ""color"": ""Brown"", ""description"": ""Wooden Frame""}]",0181774c-41c6-439d-8d53-75c3848e2a54,d3a3ce86-b6cd-4cd6-ae26-7d2f443fc0fe
f2fdef0e-4b09-4623-b9c4-b5d486bf05ec,GOKU Rug,Made in India|Handmade|Rugs,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Handmade"", ""slug"": ""handmade"", ""color"": ""Brown"", ""description"": ""Handmade""}, {""name"": ""Rugs"", ""slug"": ""rugs"", ""color"": ""Black"", ""description"": ""Rugs""}]",0181774c-41c6-439d-8d53-75c3848e2a54,e363102f-0ede-4118-bdee-cd8c761232c9
b1b1205a-b0f3-4205-ae2c-d5c7d2988a2b,Aruval / BLADELINE,Portable,"[{""name"": ""Portable"", ""slug"": ""Portable"", ""color"": ""Light Blue"", ""description"": ""Portable""}]",2744b95e-36ee-4abb-b896-225a7d22d728,e3afc012-d098-4dc9-a98c-26d8b17225e1
e3f25bb7-24b5-43ed-a2c5-4aa3c2b8d110,MEMENTO MORI | LIFE CALENDER - METAL FRAME - RED STYLE,Made in India,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}]",eb232420-804d-4165-9cbe-8266ababcbee,d86cee20-6f62-4475-8047-7dce8ae6f8c4
2f5cd077-8139-49d0-a543-db4b861f2b01,Heat 551 Chest Bag,Portable|Smash Your Goals,"[{""name"": ""Portable"", ""slug"": ""Portable"", ""color"": ""Light Blue"", ""description"": ""Portable""}, {""name"": ""Smash Your Goals"", ""slug"": ""smash-your-goals"", ""color"": ""Grey"", ""description"": ""Smash Your Goals""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,e3afc012-d098-4dc9-a98c-26d8b17225e1
e094e381-c423-48ce-8511-9818be2df745,Strobe Dual Handle Bag - Navy,Homegrown Brand|Recycled Materials,"[{""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}, {""name"": ""Recycled Materials"", ""slug"": ""recycled-materials"", ""color"": ""blue"", ""description"": ""Recycled Materials""}]",2744b95e-36ee-4abb-b896-225a7d22d728,bbba5e22-61f6-4581-bf09-5c131c65600e
fdbbe0af-d459-46bc-9f4c-6c9fd3a79178,VINTAGE BOLLYWOOD - WALL COLLAGE POSTERS,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
d082d408-dc8d-4be5-8884-38394594ea72,Mango Madness (PACK OF 7),No Preservatives|Vegan|High Protein|No Sugar|Muscle Building,"[{""name"": ""No Preservatives"", ""slug"": ""No-Preservatives"", ""color"": ""Green"", ""description"": ""No Preservatives""}, {""name"": ""Vegan"", ""slug"": ""Vegan"", ""color"": ""Green"", ""description"": ""Vegan""}, {""name"": ""High Protein"", ""slug"": ""High-Protein"", ""color"": ""Red"", ""description"": ""High Protein""}, {""name"": ""No Sugar"", ""slug"": ""Sugarfree"", ""color"": ""Yellow"", ""description"": ""Sugarfree""}, {""name"": ""Muscle Building"", ""slug"": ""muscle-building"", ""color"": ""Black"", ""description"": ""Muscle Building""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,18eeab5b-cff2-4cc7-8a1a-415ee54653a1
590add82-98c3-4eb5-8e87-9a43f9a60d3e,Umi - The Ocean,Premium Ingredients |Unisex,"[{""name"": ""Premium Ingredients "", ""slug"": ""Premium-ingredients"", ""color"": ""Grey"", ""description"": ""Premium ingredients""}, {""name"": ""Unisex"", ""slug"": ""unisex"", ""color"": ""black"", ""description"": ""Unisex""}]",3142d0c8-1de1-408f-9ed9-45087b116967,597c3d41-2881-4d00-b8a2-53bf46a71bec
a198766c-4c06-4fe2-9196-bbb7a4f5f10e,Spring Ball Lamp,Made in India|Hand Made,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Hand Made"", ""slug"": ""hand-made"", ""color"": ""blue"", ""description"": ""Hand Curated Products""}]",0181774c-41c6-439d-8d53-75c3848e2a54,f48d0a26-7c78-44e0-9dcf-5d945ca10f17
81d38358-ce93-4527-907a-9d2778d0cc65,MIRROR SPECTACULAR,Aesthetic|Homegrown Brand|Handmade,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}, {""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}, {""name"": ""Handmade"", ""slug"": ""handmade"", ""color"": ""Brown"", ""description"": ""Handmade""}]",0181774c-41c6-439d-8d53-75c3848e2a54,bb1424d3-239e-4162-b888-09b20c641417
684445dc-ac00-4c30-ac7d-69022426d249,GoOats Protein Oats- Tiramisu Flavour,No Preservatives|Vegan|High Protein|No Sugar|Muscle Building,"[{""name"": ""No Preservatives"", ""slug"": ""No-Preservatives"", ""color"": ""Green"", ""description"": ""No Preservatives""}, {""name"": ""Vegan"", ""slug"": ""Vegan"", ""color"": ""Green"", ""description"": ""Vegan""}, {""name"": ""High Protein"", ""slug"": ""High-Protein"", ""color"": ""Red"", ""description"": ""High Protein""}, {""name"": ""No Sugar"", ""slug"": ""Sugarfree"", ""color"": ""Yellow"", ""description"": ""Sugarfree""}, {""name"": ""Muscle Building"", ""slug"": ""muscle-building"", ""color"": ""Black"", ""description"": ""Muscle Building""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,18eeab5b-cff2-4cc7-8a1a-415ee54653a1
dcd2e3aa-7ca3-4dc5-b423-d2e667e33fd7,Perpetual Calendar - WeAreNotice,Aesthetic|Homegrown Brand,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}, {""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}]",0181774c-41c6-439d-8d53-75c3848e2a54,bb1424d3-239e-4162-b888-09b20c641417
dafec133-5c4b-4e32-acee-b7e45b1ed504,Yoru - The Night,Premium Ingredients |Unisex,"[{""name"": ""Premium Ingredients "", ""slug"": ""Premium-ingredients"", ""color"": ""Grey"", ""description"": ""Premium ingredients""}, {""name"": ""Unisex"", ""slug"": ""unisex"", ""color"": ""black"", ""description"": ""Unisex""}]",3142d0c8-1de1-408f-9ed9-45087b116967,597c3d41-2881-4d00-b8a2-53bf46a71bec
2de60dd6-cd73-4fbc-a556-a2704fe3719b,CALL ME IF YOU GET LOST MIRROR,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
357fcab8-59e7-471a-8d6e-7040fc275eb4,Dark Knight Hoodie,Made in India|240 GSM|Oversized fit,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""240 GSM"", ""slug"": ""240-gsm"", ""color"": ""Blue"", ""description"": ""240 GSM""}, {""name"": ""Oversized fit"", ""slug"": ""oversized-fit"", ""color"": ""White"", ""description"": ""Oversized fit""}]",c89321cf-e6f1-4f98-a0d9-beb4e54ed535,77b25ed0-28d3-4a7f-ad25-14cdea73fe35
00e48da1-74ff-45ee-b4ac-93d8b1cd5c60,DIY Fluid Wheel Art Kit,DIY Kit|Child Friendly,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}, {""name"": ""Child Friendly"", ""slug"": ""child-friendly"", ""color"": ""Brown"", ""description"": ""Child Friendly""}]",a7d02d6f-c19e-4490-a4e9-702fcdfbe9cd,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
23fd7aa0-e8c1-4325-8580-0147aa763752,TRIDENT PENDANT WITH CHAIN (SILVER),Jewellery|Aesthetic,"[{""name"": ""Jewellery"", ""slug"": ""jewellery"", ""color"": ""Purple"", ""description"": ""Jewellery""}, {""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",eb232420-804d-4165-9cbe-8266ababcbee,add0588c-9141-496a-90c0-b2e3053342b2
1b6a3365-1396-42ed-82d6-ead1d62114bb,Droid sipper flask,Durable|Double wall glass,"[{""name"": ""Durable"", ""slug"": ""Durable"", ""color"": ""Black"", ""description"": ""Durable""}, {""name"": ""Double wall glass"", ""slug"": ""double-wall-glass"", ""color"": ""Blue"", ""description"": ""Double wall glass""}]",c10c83eb-1d7e-4f3d-bbbd-92a3fbcc3b0a,6a6004cd-08dc-468c-9a74-4ca0a177a8b9
2013c621-d8b0-4815-abfb-e336f8979d27,ONE PIECE WANTED POSTERS - WALL COLLAGE POSTERS,Vintage,"[{""name"": ""Vintage"", ""slug"": ""Vintage"", ""color"": ""Purple"", ""description"": ""Vintage""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
3ea0e4a1-a49f-4861-bb7a-f2ae9405ffca,BAT WASHED T-SHIRT,240 GSM|Oversized fit,"[{""name"": ""240 GSM"", ""slug"": ""240-gsm"", ""color"": ""Blue"", ""description"": ""240 GSM""}, {""name"": ""Oversized fit"", ""slug"": ""oversized-fit"", ""color"": ""White"", ""description"": ""Oversized fit""}]",c89321cf-e6f1-4f98-a0d9-beb4e54ed535,77b25ed0-28d3-4a7f-ad25-14cdea73fe35
2308687d-932b-40e4-a66a-e52a5e5b9d22,CARGO WANDERER BACKPACK - Beige,Recycled Materials,"[{""name"": ""Recycled Materials"", ""slug"": ""recycled-materials"", ""color"": ""blue"", ""description"": ""Recycled Materials""}]",2744b95e-36ee-4abb-b896-225a7d22d728,bbba5e22-61f6-4581-bf09-5c131c65600e
1652f65d-b2ab-4e0b-bf04-b7692f3cdd74,Taylor Swift Vinyl Collage Posters,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
81e75fe2-141c-404c-9dd1-84209393f828,IT’S A YES! RING - 18K GOLD-PLATED,Jewellery|Aesthetic,"[{""name"": ""Jewellery"", ""slug"": ""jewellery"", ""color"": ""Purple"", ""description"": ""Jewellery""}, {""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",eb232420-804d-4165-9cbe-8266ababcbee,62df3867-8210-436b-bdbb-fe7ad126f4fc
38ee23e5-617f-4406-87fc-62bdc26e839f,Zesty Lemon Iced Tea (Sugar-Free) ,No Sugar,"[{""name"": ""No Sugar"", ""slug"": ""Sugarfree"", ""color"": ""Yellow"", ""description"": ""Sugarfree""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,81576538-36ae-4183-bcb7-dcf082ef26f9
ee794211-a3b5-4453-9f89-1bab5e49573e,DIY Korean Gochujang Ramen Kit for 2,Shark Tank India|DIY Kit,"[{""name"": ""Shark Tank India"", ""slug"": ""shark-tank-india"", ""color"": ""blue"", ""description"": ""Shark Tank India""}, {""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,1cdaa326-02b3-4b53-a76b-38bf8f75ae68
1da06107-dbea-4152-8869-62a8070176bd,Kitsters X Chefling – Sushi Kit for 2,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
d9910974-a1b4-44cd-bc36-e2d0fd3687ea,DIY Light Bottle Painting Kit,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",0181774c-41c6-439d-8d53-75c3848e2a54,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
f5d845f3-cf2b-42cb-bbf3-b5baa899fdda,Minimalist Barefoot Shoe,Unisex|Barefoot|Planet-Friendly,"[{""name"": ""Unisex"", ""slug"": ""unisex"", ""color"": ""black"", ""description"": ""Unisex""}, {""name"": ""Barefoot"", ""slug"": ""barefoot"", ""color"": ""#ffffff"", ""description"": ""barefoot""}, {""name"": ""Planet-Friendly"", ""slug"": ""planet-friendly"", ""color"": ""blue"", ""description"": ""Planet-Friendly""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,56e251d6-e7a2-4ed5-8380-b71fa7f2ce27
2ce639e2-080c-4c9a-97a6-ce3fdce09bad,HABIT TRACKER,Made in India|Smash Your Goals,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Smash Your Goals"", ""slug"": ""smash-your-goals"", ""color"": ""Grey"", ""description"": ""Smash Your Goals""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,d86cee20-6f62-4475-8047-7dce8ae6f8c4
4be38a81-94b5-4a70-8b8f-0035db07fd8d,Serve Air Pickleball Paddle,Pickleball,"[{""name"": ""Pickleball"", ""slug"": ""pickleball"", ""color"": ""blue"", ""description"": ""pickleball""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,c1efd4db-cc33-4d6a-bfda-6dec5d2cdd61
2796aafa-9fa8-4163-b7ca-3dd13a65ece0,American Trail Mix (150g pack),Yummy,"[{""name"": ""Yummy"", ""slug"": ""yummy"", ""color"": ""#e71f1f"", ""description"": ""Yummy""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,8d0662c7-f3bc-4ae6-8545-11ef0a7c7e9a
6a2d6762-6d55-40fb-9c03-aa68bd3bbaee,DIY Texture Painting Kit,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",34c55cd6-f03f-4c89-9e8c-1cefa05e5650,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
a752b103-8925-4440-84d9-2bbf4878a4a5,Taylor Swift Vinyl Record Posters,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
0cdd0bba-ed86-4bd0-8e1b-d63cfd7c10c3,Serve Pro Pickleball Paddle,Made in India|Pickleball,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Pickleball"", ""slug"": ""pickleball"", ""color"": ""blue"", ""description"": ""pickleball""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,c1efd4db-cc33-4d6a-bfda-6dec5d2cdd61
b8fdf1fd-3be3-48ba-a484-f54a78f3f0d1,STOP SIGN - AESTHETIC ROAD SIGNS,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
83ed881e-fef9-4c9d-bea8-1935f0b0025d,Kitsters – S.S. Sling Bag,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",eb232420-804d-4165-9cbe-8266ababcbee,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
8d08ffb4-b532-421e-a9c7-0fdd8dd1a650,A Deo That Performes Under Intense Activities,Probiotic|Aluminium & Paraben Free,"[{""name"": ""Probiotic"", ""slug"": ""probiotic"", ""color"": ""Grey"", ""description"": ""Probiotic""}, {""name"": ""Aluminium & Paraben Free"", ""slug"": ""aluminium-paraben-free"", ""color"": ""blue"", ""description"": ""Aluminium & Paraben Free""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,2354285c-64c1-4a2c-ac68-389ba5305847
954631f1-4674-4615-8864-cfa0bc84f501,PERRY Tote Bag,Made in India|Unisex|Hand Made,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}, {""name"": ""Unisex"", ""slug"": ""unisex"", ""color"": ""black"", ""description"": ""Unisex""}, {""name"": ""Hand Made"", ""slug"": ""hand-made"", ""color"": ""blue"", ""description"": ""Hand Curated Products""}]",2744b95e-36ee-4abb-b896-225a7d22d728,48ccd874-b1cd-4805-b0cc-d6fa863b1212
961b6965-47a5-4a8e-b643-619cb668597c, 2 Air Fiber Glass Paddles & 2 Balls,Pickleball,"[{""name"": ""Pickleball"", ""slug"": ""pickleball"", ""color"": ""blue"", ""description"": ""pickleball""}]",ba4ed8a0-5dac-4390-bc61-9446e374ab3b,c1efd4db-cc33-4d6a-bfda-6dec5d2cdd61
d44bb982-9ca1-46a8-b41b-26202209432e,Godpill Testosterone Supplement for Men (30 servings),Indian Supplement Brand|Muscle Building,"[{""name"": ""Indian Supplement Brand"", ""slug"": ""Indian-Supplement-Brand"", ""color"": ""Yellow"", ""description"": ""Indian Supplement Brand""}, {""name"": ""Muscle Building"", ""slug"": ""muscle-building"", ""color"": ""Black"", ""description"": ""Muscle Building""}]",8045bd2c-d72c-42c8-9152-6cc6a8c62075,850c85fb-8528-43f4-a069-e5018435d91d
b0798fec-46de-48d9-a020-e2d9d8ece29b,3D Printed Poco Circle Lamp,Recycled Materials|3-D Printed,"[{""name"": ""Recycled Materials"", ""slug"": ""recycled-materials"", ""color"": ""blue"", ""description"": ""Recycled Materials""}, {""name"": ""3-D Printed"", ""slug"": ""3-D-Printed"", ""color"": ""White"", ""description"": ""3-D Printed\n""}]",0181774c-41c6-439d-8d53-75c3848e2a54,77fa74e6-575d-4cd8-b65f-22cf6b6e3c0d
497538d9-b666-4718-b1d2-948041300bb8,Edulis Fungus Lamp,3-D Printed,"[{""name"": ""3-D Printed"", ""slug"": ""3-D-Printed"", ""color"": ""White"", ""description"": ""3-D Printed\n""}]",0181774c-41c6-439d-8d53-75c3848e2a54,d3a3ce86-b6cd-4cd6-ae26-7d2f443fc0fe
21915443-1d5b-4fc6-af87-d97694e18ea0,Dopamine Cookies (Box of 6),Homegrown Brand|Yummy,"[{""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}, {""name"": ""Yummy"", ""slug"": ""yummy"", ""color"": ""#e71f1f"", ""description"": ""Yummy""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,6d396f59-822c-4526-97c6-4ba9041cf065
2605572f-c300-4f84-8d8b-31da950858ba,Clear Gut | Improves Gut Health | Pleasant Herbal Taste,Gut Cleanser|Ayurveda,"[{""name"": ""Gut Cleanser"", ""slug"": ""gut-cleanser"", ""color"": ""Yellow"", ""description"": ""Gut Cleanser""}, {""name"": ""Ayurveda"", ""slug"": ""ayurveda"", ""color"": ""yellow"", ""description"": ""Ayurveda Products created from natural ingredients""}]",8045bd2c-d72c-42c8-9152-6cc6a8c62075,c8ab135a-13c9-412f-b9f9-818f00b075b5
b3ee9e94-0c2d-458c-b6bf-163201c9214b,"Original Indian Masala Chai | Bold Assam CTC Blend, Traditional Spice Harmony | 200g",No Sugar,"[{""name"": ""No Sugar"", ""slug"": ""Sugarfree"", ""color"": ""Yellow"", ""description"": ""Sugarfree""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,81576538-36ae-4183-bcb7-dcf082ef26f9
e8a9d0ba-5dcd-4052-b256-f37164a8f5d6,Sober & Co Sampler: Try All Our Flavours!,Alcohol Free|Shark Tank India|No Sugar,"[{""name"": ""Alcohol Free"", ""slug"": ""Alcohol-Free"", ""color"": ""Red"", ""description"": ""Alcohol Free""}, {""name"": ""Shark Tank India"", ""slug"": ""shark-tank-india"", ""color"": ""blue"", ""description"": ""Shark Tank India""}, {""name"": ""No Sugar"", ""slug"": ""Sugarfree"", ""color"": ""Yellow"", ""description"": ""Sugarfree""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,4f8dcca2-e320-45ee-a4ad-547277fac783
d56ab323-df96-45d5-a9ef-e28f6192c340,MAGMATE Classic - Fun Magnetic Game,Kids|Magnets,"[{""name"": ""Kids"", ""slug"": ""Kids"", ""color"": ""Red"", ""description"": ""Kids""}, {""name"": ""Magnets"", ""slug"": ""magnets"", ""color"": ""Grey"", ""description"": ""magnets""}]",a7d02d6f-c19e-4490-a4e9-702fcdfbe9cd,9dc85ca1-823d-41c7-bb2e-6b86f39c7327
391502e4-23a0-480a-9c42-90e3fe76e2eb,VINYL RECORDS - TRAVIS SCOTT Poster,Vintage,"[{""name"": ""Vintage"", ""slug"": ""Vintage"", ""color"": ""Purple"", ""description"": ""Vintage""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
27a852d5-d9bb-446a-9651-635add3d9839,100% Ready to Eat Yummy Dips ,International Flavors,"[{""name"": ""International Flavors"", ""slug"": ""International Flavors"", ""color"": ""#e71f1f"", ""description"": ""International Flavors""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,e4bccaf5-7234-4018-8e03-0b33fb31c5b4
5708fc85-ea39-47dd-ba9a-876691994620,Dubai Bling Earrings,Non-Basic Bling,"[{""name"": ""Non-Basic Bling"", ""slug"": ""Non-Basic Bling"", ""color"": ""Pink"", ""description"": ""Non-Basic Bling""}]",eb232420-804d-4165-9cbe-8266ababcbee,4518fdd0-f929-440e-9288-e19c5f51e191
1583f0d8-03dd-4148-9e46-c2a6f959e744,Nutella Sea Salt – The Cookie That Knows What You Need,Homegrown Brand|Yummy,"[{""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}, {""name"": ""Yummy"", ""slug"": ""yummy"", ""color"": ""#e71f1f"", ""description"": ""Yummy""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,6d396f59-822c-4526-97c6-4ba9041cf065
3bdd7dc8-26a7-4725-8d93-ae4896fa21f2,White Chocolate Macadamia Cookie ,Homegrown Brand|Yummy,"[{""name"": ""Homegrown Brand"", ""slug"": ""family-business"", ""color"": ""blue"", ""description"": ""Homegrown Brand""}, {""name"": ""Yummy"", ""slug"": ""yummy"", ""color"": ""#e71f1f"", ""description"": ""Yummy""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,6d396f59-822c-4526-97c6-4ba9041cf065
b22f0953-8c5c-47ac-908b-6863a3ab006e,DIY Solar Printing Cyanotype Kit,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",34c55cd6-f03f-4c89-9e8c-1cefa05e5650,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
5292e413-b25d-42f2-888e-d0ddc1cc6077,FORMULA 1 WALL COLLAGE POSTERS,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
1284e64d-7af9-412a-8559-440a9fad331e,Truffle Potato Chips Party Pack,Gluten-Free|Yummy,"[{""name"": ""Gluten-Free"", ""slug"": ""Gluten-Free"", ""color"": ""Yellow"", ""description"": ""Gluten-Free""}, {""name"": ""Yummy"", ""slug"": ""yummy"", ""color"": ""#e71f1f"", ""description"": ""Yummy""}]",36b291ec-3666-4da1-9f51-82fa2df373a5,8d0662c7-f3bc-4ae6-8545-11ef0a7c7e9a
7b70c89b-7dcc-45a3-8c38-f6a884aa6c98,DIY UV Resin Pendant Kit,DIY Kit,"[{""name"": ""DIY Kit"", ""slug"": ""DIY-Kit"", ""color"": ""Red"", ""description"": ""DIY Kit""}]",eb232420-804d-4165-9cbe-8266ababcbee,00ecd5f3-55e3-4574-8175-3a4c18a1dc1a
4bcdb008-36f2-4900-a357-41d1498d6ec3,MEMENTO MORI | LIFE CALENDER - METAL FRAME,Made in India,"[{""name"": ""Made in India"", ""slug"": ""Made-in-India"", ""color"": ""Blue"", ""description"": ""Made in India""}]",eb232420-804d-4165-9cbe-8266ababcbee,d86cee20-6f62-4475-8047-7dce8ae6f8c4
bbc61490-af31-4942-a60e-a868171335c1,Litele Duo – A Smart Lamp That Understands You 💡✨,Recycled Materials|3-D Printed,"[{""name"": ""Recycled Materials"", ""slug"": ""recycled-materials"", ""color"": ""blue"", ""description"": ""Recycled Materials""}, {""name"": ""3-D Printed"", ""slug"": ""3-D-Printed"", ""color"": ""White"", ""description"": ""3-D Printed\n""}]",0181774c-41c6-439d-8d53-75c3848e2a54,77fa74e6-575d-4cd8-b65f-22cf6b6e3c0d
880502ef-432e-40cc-afa5-476602c45a5a,Red Bull Ring F1 Track 3D Wall Frame,Durable|Wooden Frame,"[{""name"": ""Durable"", ""slug"": ""Durable"", ""color"": ""Black"", ""description"": ""Durable""}, {""name"": ""Wooden Frame"", ""slug"": ""wooden-frame"", ""color"": ""Brown"", ""description"": ""Wooden Frame""}]",0181774c-41c6-439d-8d53-75c3848e2a54,d3a3ce86-b6cd-4cd6-ae26-7d2f443fc0fe
cd4cb95d-e254-43a4-b36d-d8303768bf26,The Perfect Set - Ruby & Morganite Body Serum Candles,Body Scent Candles,"[{""name"": ""Body Scent Candles"", ""slug"": ""body-scent-candles"", ""color"": ""Purple"", ""description"": ""Body Scent Candles""}]",3142d0c8-1de1-408f-9ed9-45087b116967,589ee95b-abd3-4ba5-8156-1a10ff246d76
30d70fbd-ed24-4006-8cf6-7f90625b3555,SPACEWAVE AESTHETIC - WALL COLLAGE POSTERS,Aesthetic,"[{""name"": ""Aesthetic"", ""slug"": ""aesthetic"", ""color"": ""Red"", ""description"": ""Aesthetic""}]",0181774c-41c6-439d-8d53-75c3848e2a54,ede98d11-07c8-4a2c-a827-7e370f566e01
b1375837-0f70-48a8-86e2-f6e2f0b71db7,Put This On & Become a Merc with a Mouth (Minus the Healing Factor... Sorry!),3-D Printed,"[{""name"": ""3-D Printed"", ""slug"": ""3-D-Printed"", ""color"": ""White"", ""description"": ""3-D Printed\n""}]",eb232420-804d-4165-9cbe-8266ababcbee,d3a3ce86-b6cd-4cd6-ae26-7d2f443fc0fe
