id,name,price,final_price,discount,is_discounted,brand_id,category_id,tags,image_count,video_count,view_count,vote_count,is_active,is_discoverable
85ecc861-9152-4606-94e2-2af06b741f26,CUBAN CHAIN (SILVER),1099,989.1,10,TRUE,add0588c-9141-496a-90c0-b2e3053342b2,eb232420-804d-4165-9cbe-8266ababcbee,Jewellery|Aesthetic,4,0,59,0,TRUE,TRUE
754324ed-9b08-4089-9cbe-1a4beaa04dfd,"Whey91 Cookies & Cream Protein Bar, 20g Protein & 5g Fibre (Pack of 6 bars)",599,599,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,36b291ec-3666-4da1-9f51-82fa2df373a5,Vintage,10,0,59,0,TRUE,TRUE
750286eb-308f-48e3-b2b2-f7a7026e50e2,Crystal Slider Watch,4750,4750,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,10,0,58,0,TRUE,TRUE
a837014c-3fe3-47b5-93ec-8f71d0e6ea4c,CUSTOM NATIONAL HIGHWAY SIGN - AESTHETIC ROAD SIGNS,2699,2564.05,5,TRUE,ede98d11-07c8-4a2c-a827-7e370f566e01,0181774c-41c6-439d-8d53-75c3848e2a54,Aesthetic,6,0,58,0,TRUE,TRUE
575b7795-d1a1-4416-a8dc-459f6bd1219a,TOTE-ALLY BAG,799,719.1,10,TRUE,bb1424d3-239e-4162-b888-09b20c641417,2744b95e-36ee-4abb-b896-225a7d22d728,Aesthetic|Handmade,5,0,58,0,TRUE,TRUE
52ad03c0-4c24-4747-b2ac-c166d4bc8f70,ROCKSTA Y2K JERSEY,899,899,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c89321cf-e6f1-4f98-a0d9-beb4e54ed535,,6,0,58,0,TRUE,TRUE
a068c8e5-d09c-4e23-a05e-49db3073e64b,Daily Fiber | Vanilla Berry Flavour,854,854,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,7,0,54,0,TRUE,TRUE
5b7a1f23-ae30-48bd-90c2-426761e22aed,Aurora Vegan Leather Sling,7800,6240,20,TRUE,915a7c0b-6db5-415a-bf8a-c32f573e9be3,eb232420-804d-4165-9cbe-8266ababcbee,,6,0,53,0,TRUE,TRUE
0eae5e9e-d804-4bf9-aee4-e3d70d83bc93,Ajax Vegan Leather Duffle Bag - Beige,15800,12640,20,TRUE,915a7c0b-6db5-415a-bf8a-c32f573e9be3,eb232420-804d-4165-9cbe-8266ababcbee,,7,0,52,0,TRUE,TRUE
c198b188-a9b0-452e-9887-7a643ba49915,RICH MAN CROP TEE,800,720,10,TRUE,77b25ed0-28d3-4a7f-ad25-14cdea73fe35,c89321cf-e6f1-4f98-a0d9-beb4e54ed535,Crop Top,9,1,52,3,TRUE,TRUE
b140955e-c3a2-479c-999d-caf54f986eb3,Chocolate 25g Plant Protein - Pack of 1kg - Sport,3289,3289,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,36b291ec-3666-4da1-9f51-82fa2df373a5,,3,0,52,0,TRUE,TRUE
749db0dd-3127-445b-a97d-debf669ab826,Wave Bookshelf,3690,3690,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,0181774c-41c6-439d-8d53-75c3848e2a54,,5,0,51,0,TRUE,TRUE
a3d14b44-982f-4569-a618-6d6c9266214c,MICRO BOX CHAIN (SILVER),599,539.1,10,TRUE,add0588c-9141-496a-90c0-b2e3053342b2,eb232420-804d-4165-9cbe-8266ababcbee,Jewellery|Aesthetic,4,0,51,0,TRUE,TRUE
ff2a4fb0-febb-4ac6-acf7-4d5289e92f3b,f*#k the system! - white,2999,2999,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c89321cf-e6f1-4f98-a0d9-beb4e54ed535,,7,0,50,0,TRUE,TRUE
2ab55c7d-e4c6-42ae-8e47-19c4a9ec7acf,QAVA Energy Shot (Pack of 4),596,596,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,36b291ec-3666-4da1-9f51-82fa2df373a5,,3,0,49,0,TRUE,TRUE
ddcc575b-1c00-40eb-a5d6-57a6c5dae99b,NeuroGum Energy Caffeine Gums - Cinnamon (30 Pieces: 15 X 2 gum sachets),660,660,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,20,0,49,0,TRUE,TRUE
c47399bf-5d4a-45f4-b24d-f265b714b661,Retro GameBox 500 Games in 1,1399,1399,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,a7d02d6f-c19e-4490-a4e9-702fcdfbe9cd,,8,1,49,0,TRUE,TRUE
72f4f144-182b-466d-a37d-7e0e8deecad0,Easy Poncho Crochet Pattern,793.51,793.51,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,aa10186a-f3a1-48e7-bff0-93d314f200a3,,5,0,48,0,TRUE,TRUE
f633dade-e3f5-4137-b36a-ac0af594ce04,Aurora Prism,3700,3700,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,0181774c-41c6-439d-8d53-75c3848e2a54,,6,0,47,0,TRUE,TRUE
88303434-81c6-4b2a-bfb5-53fe9d05fc5f,NightShot- Spotify LED Lamp,1149,1149,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,4,0,47,0,TRUE,TRUE
1313bbbb-a421-4652-b7a0-79c75886978d,Car Comfort Bundle | 8 Items,1899,1899,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,ebbf094b-56b8-423e-a24d-c2374e8e62f9,,2,0,47,0,TRUE,TRUE
1f7ba75a-46c3-4707-a29d-4d155d27a4ba,Acacia Vegan Leather Laptop Sleeve - Black,9200,7360,20,TRUE,915a7c0b-6db5-415a-bf8a-c32f573e9be3,eb232420-804d-4165-9cbe-8266ababcbee,,7,0,46,0,TRUE,TRUE
3e7ecea3-cc32-4056-9a2d-2da565049e06,The Grow Light Planter,4789,4789,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,0181774c-41c6-439d-8d53-75c3848e2a54,,6,0,45,0,TRUE,TRUE
69e98908-3669-4e0b-934a-2b1030e3eea2,Pro Sling Crossbody Bag (2L),750,750,0,FALSE,52b7dc62-fb6e-4ee6-aa42-9ad51caa319d,2744b95e-36ee-4abb-b896-225a7d22d728,Made in India|Warranty,8,0,44,0,TRUE,TRUE
60a2e3ec-266b-4fa6-b6da-b8869a760b7f,Coffee Brown Cup,1999,1999,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c10c83eb-1d7e-4f3d-bbbd-92a3fbcc3b0a,,4,0,44,0,TRUE,TRUE
958e682d-ed8b-4911-9426-40730bd24d82,Firstdraft Note. Powered by AI.,899,899,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,9,0,43,0,TRUE,TRUE
fcd1bac2-093a-419c-819b-b48a20e10741,Whey91 Strawberry Splash Protein Bars - 20g Protein 7.2g Fibre (Pack of 6 bars),599,599,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,36b291ec-3666-4da1-9f51-82fa2df373a5,,10,0,43,0,TRUE,TRUE
69aa9b9c-97de-42df-8cca-b07c530efd84,Serum + Sunscreen Duo,4750,4750,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,5,0,43,0,TRUE,TRUE
63202375-d1a5-4bbe-8eab-df2beb381293,FROSTED PRESSING HOOP/CUFF (BLACK NON-PIERCED),399,359.1,10,TRUE,add0588c-9141-496a-90c0-b2e3053342b2,eb232420-804d-4165-9cbe-8266ababcbee,Jewellery|Aesthetic,4,0,42,1,TRUE,TRUE
19540a8c-2916-4d31-aca8-d53b92ab0cd3,Bouche Print Oversized White T-shirt,999,999,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c89321cf-e6f1-4f98-a0d9-beb4e54ed535,Made in India,5,0,41,1,TRUE,TRUE
625108df-4807-4a26-a53c-dae903e680c4,Coffee Before Commitment Flask,1500,1500,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c10c83eb-1d7e-4f3d-bbbd-92a3fbcc3b0a,,5,0,41,0,TRUE,TRUE
228ff97a-bfbe-4d06-a950-172d6a931760,Aero Long Sleeve with Thumb Hole – Dusty Fig,1999,1999,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,c89321cf-e6f1-4f98-a0d9-beb4e54ed535,,8,0,40,0,TRUE,TRUE
c657042c-5fe6-4442-96aa-d327bac8e26b,Restore your Sleep THINS,1334,1334,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,36b291ec-3666-4da1-9f51-82fa2df373a5,,12,0,40,0,TRUE,TRUE
ab7f32ed-3af1-47ba-a2eb-f6fb357dc839,Spider-Man Edge Wireless Speaker,1699,1614.05,5,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,2744b95e-36ee-4abb-b896-225a7d22d728,Made in India|Durable,8,0,39,0,TRUE,TRUE
bf203052-de24-4658-b1fa-62721bb66d58,Car Mini Analog Clock,499,499,0,FALSE,60219f13-e7c0-4933-bd9c-5c2650419402,eb232420-804d-4165-9cbe-8266ababcbee,,4,0,39,0,TRUE,TRUE
