name,price,discount,final_price,view_count,vote_count,discount_code,product_url
MICRO FLAT TWISTED BRACELET (GOLD),599,10,539.1,21,0,Toastd10,https://www.toastd.in/product/grytt-micro-flat-twisted-bracelet-gold
MICRO PULSE BRACELET (SILVER),599,10,539.1,20,0,Toastd10,https://www.toastd.in/product/grytt-micro-pulse-bracelet-silver
ANCHOR PENDANT WITH CHAIN (GOLD),1199,10,1079.1,19,0,Toastd10,https://www.toastd.in/product/grytt-anchor-pendant-with-chain-gold
Neith - Green & Cork,2700,20,2160,19,0,TOASTD20,https://www.toastd.in/product/greenhermitag-neith-green-cork
BOX CHAIN (SILVER),799,10,719.1,19,0,Toastd10,https://www.toastd.in/product/grytt-box-chain
Sustainable Vegan Leather Passport Holder - Tan,1950,20,1560,19,0,TOASTD20,https://www.toastd.in/product/greenhermitag-sustainable-vegan-leather-passport-holder-tan
VINYL RECORDS - ROCK,1499,5,1424.05,19,1,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-rock
ROPE CHAIN (SILVER),799,10,719.1,18,0,Toastd10,https://www.toastd.in/product/grytt-rope-chain-silver
COMPASS PENDANT WITH CHAIN,999,10,899.1,18,0,Toastd10,https://www.toastd.in/product/grytt-compass-pendant-with-chain
Ditch-The-Frizz (3 Step Routine),1699,0,1699,18,0,,https://www.toastd.in/product/ditch-the-frizz-trio
WHEAT CHAIN (GOLD),799,10,719.1,18,0,Toastd10,https://www.toastd.in/product/grytt--wheat-chain-gold
Lemon Life,899,0,899,17,0,,https://www.toastd.in/product/lemon-life-2
MUSIC CD DECOR SET - ALTERNATIVE,599,5,569.05,17,0,TOASTD5,https://www.toastd.in/product/reawakentheory-music-cd-decor-set-alternative
PRESSING HOOP - (SILVER UNPIERCED),299,10,269.1,17,0,Toastd10,https://www.toastd.in/product/grytt-pressing-hoop-silver
VINYL RECORDS - CIGARETTES AFTER SEX,1499,5,1424.05,17,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-cigarettes-after-sex
Angel Jacquard Sweater,3699,10,3329.1,17,0,TOASTD10,https://www.toastd.in/product/ctrlplus-angel-jacquard-sweater
Matcha Cooler,325,0,325,16,0,,https://www.toastd.in/product/matcha-cooler
ROUND STUD - (MAGNETIC NON-PIERCED),499,10,449.1,16,0,Toastd10,https://www.toastd.in/product/grytt-round-studs-magnetic
FIGARO BRACELET (GOLD),599,10,539.1,16,0,Toastd10,https://www.toastd.in/product/grytt-figaro-bracelet-gold
TENNIS CHAIN (20 INCH),1299,10,1169.1,16,0,Toastd10,https://www.toastd.in/product/tennis-chain
Aero Leggings Alfa Beige,2799,0,2799,16,0,,https://www.toastd.in/product/aero-legging
NO PIERCING EARRING COMBO,999,10,899.1,16,0,Toastd10,https://www.toastd.in/product/grytt-no-piercing-earring-combo
PEARL HALF & HALF BRACELET (GOLD),799,10,719.1,16,0,Toastd10,https://www.toastd.in/product/grytt-pearl-half-nd-half-bracelet-gold
ROUND GOLD STUD - (MAGNETIC NON-PIERCED),599,10,539.1,16,0,Toastd10,https://www.toastd.in/product/grytt-round-gold-stud-magnetic-non-pierced
VINYL RECORDS - INDIE ROCK,1499,5,1424.05,15,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-indie-rock
Soulshoe is Red,3398,0,3398,15,0,,https://www.toastd.in/product/soulgrip-powerlifting-soulshoe-pro-red
BYZANTINE BRACELET (SILVER),899,10,809.1,15,0,Toastd10,https://www.toastd.in/product/grytt-byzantine-bracelet-silver
FLASH PENDANT WITH CHAIN (SILVER),799,10,719.1,15,0,Toastd10,https://www.toastd.in/product/grytt-flash-pendant-with-chain-silver
VINYL RECORDS - LANA DEL REY,1499,5,1424.05,14,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-lana-del-rey
WHEAT CHAIN (SILVER),799,10,719.1,14,0,Toastd10,https://www.toastd.in/product/grytt-wheat-chain-silver
Lana Vegan Leather Sling Bag,8600,20,6880,14,0,TOASTD20,https://www.toastd.in/product/greenhermitage-lana-vegan-leather-sling-bag
VINYL RECORDS - THE SMITHS,1499,5,1424.05,14,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-the-smiths
SQUARE STUD - (MAGNETIC NON-PIERCED),499,10,449.1,13,0,Toastd10,https://www.toastd.in/product/grytt-square-stud-magnetic-non-pierced
VINYL RECORDS - THE WEEKND,1499,5,1424.05,12,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-the-weeknd
CIPHER PENDANT WITH CHAIN (GOLD),1199,10,1079.1,12,0,Toastd10,https://www.toastd.in/product/grytt-cipher-pendant-with-chain-gold
VINYL RECORD - ROCKSTAR (THE FILM),1499,5,1424.05,12,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-rockstar-the-film
VINYL RECORDS - LINKIN PARK,1499,5,1424.05,12,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-linkin-park
FIGARO CHAIN (SILVER),799,10,719.1,11,0,Toastd10,https://www.toastd.in/product/grytt-figaro-chain-4mm-silver
TENNIS CHAIN (22 INCH),1499,10,1349.1,11,0,Toastd10,https://www.toastd.in/product/grytt-tennis-long-chain
FROSTED HOOP - (BLACK PIERCED),399,10,359.1,11,0,Toastd10,https://www.toastd.in/product/grytt-frosted-hoop-black
VINYL RECORDS - KENDRICK LAMAR,1499,5,1424.05,11,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-kendrick-lamar
MICRO LINK BRACELET (GOLD),599,10,539.1,10,0,Toastd10,https://www.toastd.in/product/grytt-micro-link-bracelet-gold
ROPE BRACELET (SILVER),599,10,539.1,10,0,Toastd10,https://www.toastd.in/product/grytt-rope-bracelet-silver
MICRO LINK BRACELET (GOLD),599,10,539.1,10,0,Toastd10,https://www.toastd.in/product/grytt-micro-link-bracelet-gold
FLAT SNAKE Bracelet (GOLD),599,10,539.1,9,0,Toastd10,https://www.toastd.in/product/grytt-flat-snake-bracelet-gold
FLAT SNAKE Bracelet (SILVER),599,10,539.1,9,0,Toastd10,https://www.toastd.in/product/grytt-flat-snake-bracelet-silver
VINYL RECORDS - FRANK OCEAN,1499,5,1424.05,9,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-frank-ocean
VINYL RECORDS - BILLIE EILISH,1499,5,1424.05,9,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-billie-eilish
CIPHER PENDANT WITH CHAIN (SILVER),1199,10,1079.1,8,0,Toastd10,https://www.toastd.in/product/grytt-cipher-pendant-with-chain-silver
MICRO CUBAN BRACELET (SILVER),599,10,539.1,8,0,Toastd10,https://www.toastd.in/product/grytt-micro-cuban-bracelet-silver
MUSIC CD DECOR SET - ROCK,599,5,569.05,8,0,TOASTD5,https://www.toastd.in/product/reawakentheory-music-cd-decor-set-rock
FLASH PENDANT WITH CHAIN (GOLD),799,10,719.1,7,0,Toastd10,https://www.toastd.in/product/grytt-flash-pendant-with-chain-gold
VINYL RECORDS - THE STROKES,1499,5,1424.05,6,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-the-strokes
VINYL RECORDS - ALTERNATIVE ROCK,1499,5,1424.05,5,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-alternative-rock
VINYL RECORDS - MAC MILLER,1499,5,1424.05,5,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-mac-miller
VINYL RECORDS - TV GIRL,1499,5,1424.05,5,0,TOASTD5,https://www.toastd.in/product/reawakentheory-vinyl-records-tv-girl
ROPE CHAIN (GOLD),799,10,719.1,4,0,Toastd10,https://www.toastd.in/product/grytt-rope-chain-gold
MUSIC CD DECOR SET - SOFTCORE,599,5,569.05,2,0,TOASTD5,https://www.toastd.in/product/reawakentheory-music-cd-decor-set-softcore
