id,name,view_count,tape_view_count,vote_count,is_upvoted,created_on,launched_on
abeb352e-3fa7-40f5-9f81-341179b1ed0b,Metal Lightsaber Lighter,734,0,2,FALSE,2025-06-02T12:01:24.323,2025-06-01T12:17:00
e42f0f54-c038-4f6f-857e-829096a2c64e,OUD FATALE: EAU DE PARFUM,716,0,6,FALSE,2025-06-28T07:19:31.002,2025-06-20T07:20:00
b69029d9-c832-4d2d-b634-8ac943bd4d52,Citrus Salt Electrolytes- Pack of 10,670,0,9,FALSE,2025-04-27T17:43:05.844,2025-04-10T10:12:00
94ef9d89-2ef7-408d-b32d-d8e0bbfada14,Demigrip Liquid Gym Chalk | 100+ uses,659,0,3,FALSE,2025-07-31T08:20:15.623,2025-07-19T08:46:00
017d0fe0-11f2-41dd-9b35-4f179fc754de,Travis Design Shoe Rug,657,0,2,FALSE,2025-07-10T11:04:01.01,2025-07-04T11:13:00
138e0c98-697e-4d0d-8291-8b7d82bd82cf,Blonde Receipt Washable Printed Custom Rug,649,0,5,FALSE,2025-07-24T12:00:36.493,2025-07-09T12:23:00
b901785a-c244-4073-8c6d-2b00509004be,To Do List Cards,639,0,8,FALSE,2025-05-14T09:25:42.037,2025-05-14T10:00:00
e1453663-0379-48ad-aeb7-d33078ab4526,Spider Man Mask,632,0,2,FALSE,2025-06-02T11:39:55.296,2025-06-02T11:59:00
e204a1ca-6dac-4b02-9dc3-dbea696632f3,POCKET CLUSTER LAPTOP TOTE - Grey,630,0,1,FALSE,2025-08-01T19:20:58.808,2025-08-02T08:54:00
3b4f0d17-cdbb-4f96-b801-5c6de4047344,Body Serum Candle Morganite,617,0,9,FALSE,2025-04-14T11:58:39.634,2025-04-14T12:06:00
37b32073-5992-4feb-81a6-71dc77745ace,One Good Object - Stacko,617,0,3,FALSE,2025-07-09T13:37:40.659,2025-07-04T14:14:00
e05eea3f-ec49-4097-a6d2-86e5d81416ac,SLAPJACK Nacho Cow Chicken Cheese Cake Card Game,591,0,7,FALSE,2025-08-15T10:03:53.84,2025-08-17T08:28:00
79049e64-7909-4466-837c-a1f698a56158,Body Serum Candle Ruby,582,0,13,FALSE,2025-04-14T12:10:09.608,2025-04-07T12:17:00
9b1a069f-48af-4561-87bf-bc1ed2d3c298,Nora Vegan Leather Embroidered Sling Bag - Almond,578,0,2,FALSE,2025-06-07T21:02:57.269,2025-06-05T10:40:00
9441ff98-4597-470c-b62a-302343e39c93,Lavender Hair Mask for Deep Nourishment & Hair Growth,567,0,1,FALSE,2025-05-11T21:15:37.33,2025-05-11T21:24:00
04aec5a3-8be6-4389-b82a-eaefffb94325,Goodyear Welted Olive Suede Captoe Boot,557,0,3,FALSE,2025-06-07T12:29:46.086,2025-06-03T18:52:00
3cbe19c5-a550-4bb0-90c6-c61a29c4e163,CARGO WANDERER BACKPACK - Pink Hue,556,0,2,FALSE,2025-08-01T19:20:58.808,2025-08-04T11:29:00
56fd6f84-708e-484f-9bb1-0aa0bed0516e,Aquatein PRO Protein Water - 21g of Pure Protein,547,0,4,FALSE,2025-07-09T12:57:06.51,2025-07-10T13:02:00
301e1638-e883-46d1-ac36-aa679d6d0583,Shinchan Sleepy Rugs,545,0,2,FALSE,2025-07-24T12:00:36.493,2025-07-23T12:42:00
0d036619-1989-4657-8507-a2541eefa37f,DIY Handmade Paper Kit,534,0,6,FALSE,2025-04-15T18:23:28.945,2025-04-11T18:31:00
bff5842a-0bcf-4695-8bbc-b2bd5fc8f7ec,PB& J Cookie ,508,0,6,FALSE,2025-05-24T22:25:45.886,2025-05-23T22:27:00
1a089d22-5571-424c-9423-b588536d7fb3,Hivado Gift box,508,0,2,FALSE,2025-07-03T10:20:25.449,2025-07-04T10:25:00
0f0b62e1-cc76-47a0-a03d-b19b4c7181b4,"Zero Sugar Ginger Ale: Natural Ginger, Zero Guilt!",486,0,0,FALSE,2025-07-17T20:58:39.674,2025-07-10T21:05:00
91160bd4-d6c4-4864-8f0e-1207404b15fe,Ashwagandha Mint Herbal Tea - Focus,479,0,3,FALSE,2025-05-28T09:14:37.571,2025-05-14T09:49:00
e9350ebb-c3af-4d6d-82f6-beaea1b0a86f,The Brunch - CRED Only Fridays X Sober & Co,471,0,0,FALSE,2025-07-17T21:29:23.966,2025-07-11T21:46:00
6314a2c4-47d7-4ea1-b2e9-9415029510a8,EAR STUD - (MAGNETIC NON-PIERCED),465,0,1,FALSE,2025-09-04T18:05:10.446,2025-09-04T18:12:00
b0998141-c85d-442c-8162-6adb9968decd,Italian Full Grain Black Leather Belt,464,0,0,FALSE,2025-06-07T18:59:58.148,2025-06-02T19:29:00
2395c851-fb6d-4ed8-89f1-66876b2ba3f6,CAN'T STOP WONT STOP SIGN,464,0,2,FALSE,2025-09-02T17:03:00.771,2025-09-02T17:26:00
0ff94fc0-e2df-4e2f-b052-4c8399e17f6a,Dotted Mirror,454,0,1,FALSE,2025-08-13T11:29:01.602,2025-08-13T12:08:00
016316d6-fd68-4e0d-b13f-9df7bb994e28,Conscious Cards,450,0,7,FALSE,2025-09-10T14:47:03.467,2025-09-09T14:50:00
2be1e0c2-d5d6-4503-95dc-525c7c4a07f9,Cute Pokémon Bird Rug,449,0,1,FALSE,2025-07-10T11:15:10.964,2025-07-18T11:24:00
e94acd40-2b5b-4dd7-bb87-7dc312b94ac8,Elm Black Vegan Leather Backpack,447,0,5,FALSE,2025-05-14T12:17:59.747,2025-05-14T12:30:00
6b6455d7-5bc1-4e19-88b8-7db10488d485,OUD PLAYER: EAU DE PARFUM,441,0,3,FALSE,2025-06-28T07:38:15.684,2025-06-28T07:54:00
96c593ba-5c85-42d5-807f-ceab6ae3af6e,BMW M-Speed Rug,431,0,4,FALSE,2025-07-10T11:24:19.002,2025-07-04T11:28:00
e38c7eb2-4d5f-490b-8906-3875cbb8d69f,GodComplex Multivitamins Supplement - 60 Servings,429,0,1,FALSE,2025-08-31T19:14:37.647,2025-08-31T19:52:00
d0f8adf8-c7b1-4136-88b5-d38fcbb62b86,XXXL Body & Face Wipes - 30 Wipes (10 x 3),419,0,3,FALSE,2025-08-01T19:20:58.808,2025-08-01T19:41:00
5d6620bd-5e10-4594-b238-bfe05eda20e9,"Zero Sugar Ginger Ale: Natural Ginger, Zero Guilt!",418,0,1,FALSE,2025-07-17T21:11:14.993,2025-07-11T21:28:00
865da404-5e58-4f70-9634-de5d44b317e1,Fenna Sling Pack,414,0,3,FALSE,2025-05-10T08:54:55.016,2025-05-09T10:00:00
059839ff-b07a-49e3-ad50-6957959ac082,Diet Coke Can Hand Tuffed Rug,410,0,1,FALSE,2025-07-23T07:58:23.439,2025-07-12T08:13:00
1a60e9de-0a84-4bd6-b0da-760a873a2819,Spongebob Fire Rug,409,0,0,FALSE,2025-09-02T21:13:22.281,2025-09-02T21:17:00
1a60e9de-0a84-4bd6-b0da-760a873a2819,Spongebob Fire Rug,409,0,0,FALSE,2025-09-02T21:13:22.281,2025-09-02T21:17:00
ee394ac8-b41c-4bcc-8f68-81080e59ad02,Salacia - Black & Madder Red,387,0,2,FALSE,2025-05-14T12:33:52.317,2025-05-15T16:31:00
f328b771-bc4d-46c4-8c3c-46d6e49e5a75,Noa Sleeve Bag,381,0,2,FALSE,2025-05-09T16:15:39.954,2025-05-09T16:27:00
b1562bc5-5464-4aa2-a5a0-27460ea27fd9,PICKLEBALL RACKET SLING - Grey,380,0,1,FALSE,2025-08-01T19:20:58.808,2025-08-01T08:32:00
b80dcf04-a5fb-4f26-95ba-3068fd8e10bf,HOBO40 Functional Travel Backpack (40L),353,0,1,FALSE,2025-09-10T18:51:28.843,2025-09-10T19:54:00
363111a0-34c3-45f1-8d19-b9532bcde007,Table Lamp Niza (Made to Order),343,0,4,FALSE,2025-08-26T23:27:37.448,2025-08-24T23:34:00
964d82c9-1b63-421c-929d-3d7570d96779,Hivado Thick and Full Shampoo,337,0,2,FALSE,2025-03-25T20:40:29.692,2025-03-22T21:07:00
5a6c5d23-a96d-4b49-9071-5a46ded24594,Supreme High Low Logo Rug,337,0,1,FALSE,2025-07-24T11:17:16.711,2025-07-11T12:07:00
bb96e726-d384-4ed6-96cf-78c366d68ffd,Naruto Uzumaki Hand Tufted Rug,336,0,7,FALSE,2025-09-03T11:22:35.832,2025-09-01T11:44:00
91fa622a-75a9-4c31-b1db-4bc06ca5eefb,Michigan Black Calf Chisel Toe Wingtip Derby Shoe,335,0,0,FALSE,2025-06-07T20:39:34.396,2025-06-06T20:58:00
2b0abb49-dc4b-4249-81f9-e4c783044534,The Minimalist Compression - BLOOD RED,334,0,5,FALSE,2025-09-21T08:19:56.18,2025-09-21T08:30:00
fa177b2f-b638-47c3-8622-e5b3995a2d37,BALLARDE (Forest),324,0,0,FALSE,2025-07-22T17:55:47.383,2025-07-10T18:03:00
fb66597a-b5d5-4769-92af-369e9063b80f,Choco Hazelnut (PACK OF 7),323,0,2,FALSE,2025-09-04T11:04:13.267,2025-09-04T11:40:00
5d6b4b78-b049-4658-b4cf-cf36ad347fb1,Hell Forged Men’s Compression Jacket,320,0,3,FALSE,2025-09-19T11:40:40.49,2025-09-19T11:41:00
f25a3172-5969-4c46-9771-744667febcab,ACID WASHED SWEATPANTS,315,0,0,FALSE,2025-08-31T16:56:53.296,2025-08-31T17:06:00
db0cd789-3a60-4b03-80df-d9d36464936f,Heart Necklace,311,0,1,FALSE,2025-08-15T10:03:53.84,2025-08-16T22:45:00
70867df2-d77a-40a6-b62d-1d749d0985cc,ASTRA FIDGET RING,311,0,0,FALSE,2025-09-10T07:12:08.633,2025-09-10T18:19:00
1dfabed0-3fc3-494a-99bd-b9db8d39f37c,Pink Promise Charm Necklace,310,0,1,FALSE,2025-07-11T12:16:51.367,2025-07-09T19:46:00
0a72ba93-2a66-4c0b-a6b5-2b093c36bf32,Kridha Red Sandalwood Body Lotion – Deep Hydration & Radiance for Glowing Skin,309,0,5,FALSE,2025-05-11T20:51:35.302,2025-05-08T20:59:00
ab0f3af9-106c-4f01-bf72-0d3aa5fc918c,Asahi -The Sun,306,0,1,FALSE,2025-09-17T20:58:12.351,2025-09-17T21:05:00
5c76ed44-4f94-49e0-afd0-e031a19e9f78,DIY Wine Making Kit [Make upto 50 Ltrs of wine],302,0,1,FALSE,2025-07-10T20:56:40.614,2025-07-03T21:04:00
